STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,ADJUSTMENT,Ajustement,REF_AREA,Zone de référence,SECTOR,Secteur institutionnel,COUNTERPART_SECTOR,Secteur institutionnel de contrepartie,TRANSACTION,Transaction,INSTR_ASSET,Instruments financiers et actifs non financiers,ACTIVITY,Activité économique,EXPENDITURE,Dépense,UNIT_MEASURE,Unité de mesure,PRICE_BASE,Type de prix,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Identifiant de tableau,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,REF_YEAR_PRICE,Prix ​​année de référence,BASE_PER,Période de base,CONF_STATUS,Statut de confidentialité,DECIMALS,Décimales,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,CURRENCY,Monnaie
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2008-Q4,,760613.9,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2008-Q3,,754848.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2008-Q2,,750265.4,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2008-Q1,,749114.6,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2007-Q4,,749173.5,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2007-Q3,,748236.2,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2007-Q2,,745435.2,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2007-Q1,,741205.2,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2006-Q4,,736649.1,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2006-Q3,,732752.2,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2006-Q2,,732659.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2000-Q2,,664619.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2000-Q1,,661552.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1999-Q4,,657573.4,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1999-Q3,,653567.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1999-Q2,,649943.4,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1999-Q1,,647880.6,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1998-Q4,,643909.2,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1998-Q3,,641317.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1998-Q2,,641991.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1998-Q1,,644496.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1997-Q4,,648413.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1972-Q4,,335757.9,,2020,,,,F,Libre (libre pour publication),1,One,E,Estimated value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1972-Q3,,332102.7,,2020,,,,F,Libre (libre pour publication),1,One,E,Estimated value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,1972-Q2,,329686.9,,2020,,,,F,Libre (libre pour publication),1,One,E,Estimated value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2006-Q1,,730118.6,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2005-Q4,,725503.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2005-Q3,,724931.1,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2005-Q2,,721943.8,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2005-Q1,,718221.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2004-Q4,,715205.4,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2004-Q3,,712480.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2004-Q2,,710498.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2004-Q1,,706693.5,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2003-Q4,,703463.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2003-Q3,,698623.7,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2003-Q2,,695712.5,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2003-Q1,,691008.1,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2002-Q4,,689173.3,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_USD(1.1),"PIB trimestriel - approche des dépenses, en dollars des Etats-Unis",I,Q,Trimestrielle,Y,Corrigé des variations saisonnières et des effets de calendrier,FRA,France,S13,Administrations publiques,S1,Economie totale,P3,Dépense de consommation finale,_Z,Non applicable,_Z,Non applicable,_T,Total,USD_PPP,"Dollars des É-U, PPA convertis",LR,Volumes chaînés (rebasés),LA,Niveaux annuels,T0102,Tableau 0102 - PIB selon l'approche de la dépense,2002-Q3,,683880.2,,2020,,,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,USD,Dollars des États-Unis
